bid_id,bid_number,bid_year,buyer_org,department,product_category,category_family,quantity,bid_type,evaluation_type,bid_start_date,bid_end_date,b_status,b_buyer_status,procurement_class,classification_status,classification_method,classification_confidence,pdf_review_status,bid_document_url,technical_spec_url,atc_url,boq_url,corrigendum_urls,eligibility_urls,catalogue_urls,other_document_urls,documents
1193388,GEM/2019/B/175197,2019,,Health and Family Welfare Department Delhi,Steel Clothes Lockers,,4,2,0,2019-06-28 17:01:37+05:30,2019-07-02 16:45:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1193388,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1299852""]","[{""document_id"": 1443, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1193388"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1444, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1299852"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1193528,GEM/2019/B/175334,2019,,Health and Family Welfare Department Delhi,almirah- Steel,,4,2,0,2019-06-28 16:59:09+05:30,2019-07-02 16:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1193528,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1299850""]","[{""document_id"": 1431, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1193528"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1432, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1299850"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1193562,GEM/2019/B/175365,2019,,Health and Family Welfare Department Delhi,patient care beds for general use,,3,2,0,2019-07-06 18:57:41+05:30,2019-07-10 18:30:00+05:30,1,0,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1193562,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1309773""]","[{""document_id"": 1997, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1193562"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1998, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1309773"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1193574,GEM/2019/B/175377,2019,,Health and Family Welfare Department Delhi,medical stools or chairs,,5,2,0,2019-06-28 16:58:08+05:30,2019-07-02 16:30:00+05:30,1,0,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1193574,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1299847""]","[{""document_id"": 1433, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1193574"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1434, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1299847"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1198310,GEM/2019/B/179773,2019,Ministry of Railways,NA,plastic moulded chair,,50,2,0,2019-09-24 17:51:23+05:30,2019-09-28 17:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1198310,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1404995""]","[{""document_id"": 7179, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1198310"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 7180, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1404995"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1204335,GEM/2019/B/185407,2019,,Health and Family Welfare Department Delhi,Public place seating chair,,5,2,0,2019-06-28 16:54:41+05:30,2019-07-02 16:30:00+05:30,1,0,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1204335,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1299836""]","[{""document_id"": 1435, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1204335"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1436, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1299836"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1204348,GEM/2019/B/185420,2019,,Health and Family Welfare Department Delhi,revolving chair,,10,2,0,2019-06-28 16:53:05+05:30,2019-07-02 16:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1204348,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1299835""]","[{""document_id"": 1437, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1204348"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1438, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1299835"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1204360,GEM/2019/B/185432,2019,,Health and Family Welfare Department Delhi,revolving chair,,8,2,0,2019-06-28 16:51:46+05:30,2019-07-02 16:30:00+05:30,1,0,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1204360,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1299831""]","[{""document_id"": 1439, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1204360"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1440, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1299831"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1216791,GEM/2019/B/196865,2019,,Women Child Development & Social Security Department Jharkhand,"Stadiometer- ICDS,Mother and Child Weighing Scales -ICDS,Infantometer- ICDS",,56739,2,0,2019-07-19 22:13:53+05:30,2019-07-24 00:00:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1216791,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1325682""]","[{""document_id"": 2835, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1216791"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 2836, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1325682"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1216806,GEM/2019/B/196880,2019,,Women Child Development & Social Security Department Jharkhand,Power Bank for Mobile and Laptops,,29134,2,0,2019-06-22 21:44:00+05:30,2019-06-27 00:00:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1216806,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1293636""]","[{""document_id"": 1193, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1216806"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1194, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1293636"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1216864,GEM/2019/B/196937,2019,,Women Child Development & Social Security Department Jharkhand,Smart Phone with MDM/EMM/SDK,,29134,2,0,2019-06-22 21:39:50+05:30,2019-06-27 00:00:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1216864,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1293631""]","[{""document_id"": 1195, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1216864"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1196, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1293631"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1225090,GEM/2019/B/204453,2019,Ministry of Railways,NA,Printer,,1,2,0,2019-09-03 22:27:06+05:30,2019-09-07 21:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1225090,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1377922""]","[{""document_id"": 5703, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1225090"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 5704, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1377922"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1228746,GEM/2019/B/207762,2019,Ministry of New and Renewable Energy,Indian Renewable Energy Development Agency,"IT Professional Outsourcing Service,IT Professional Outsourcing Service,IT Professional Outsourcing ",,6,2,0,2019-06-21 22:08:53+05:30,2019-06-25 21:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1228746,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1292610""]","[{""document_id"": 1149, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1228746"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1150, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1292610"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1231244,GEM/2019/B/210030,2019,,Urban Development Department Delhi,Professional Large Format Display,,5,2,0,2019-06-21 19:30:36+05:30,2019-06-26 20:15:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1231244,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1292226""]","[{""document_id"": 1187, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1231244"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1188, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1292226"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1232278,GEM/2019/B/210975,2019,Ministry of Railways,NA,lamp sockets lamp holder,,6623,2,0,2019-06-21 18:53:35+05:30,2019-06-25 19:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1232278,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1292150""]","[{""document_id"": 1137, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1232278"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1138, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1292150"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1235305,GEM/2019/B/213810,2019,Ministry of Home Affairs,Central Armed Police Forces,Cotton Terry Towel - MHA,,364042,2,0,2019-07-24 23:37:36+05:30,2019-07-29 23:00:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1235305,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1331530""]","[{""document_id"": 3125, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1235305"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 3126, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1331530"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1236313,GEM/2019/B/214764,2019,,Rural Development and Panchayat Raj Department Maharashtra,Ceiling Fan,,28,2,0,2019-06-20 22:38:23+05:30,2019-06-24 22:30:00+05:30,1,0,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1236313,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1291329""]","[{""document_id"": 1095, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1236313"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1096, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1291329"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1236798,GEM/2019/B/215222,2019,Ministry of Petroleum and Natural Gas,INDIAN OIL CORPORATION LIMITED,"Chassis For Blade Server,operating system software,operating system software,operating system softwa",,311,2,0,2019-07-01 18:07:08+05:30,2019-07-05 20:00:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1236798,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1302363""]","[{""document_id"": 1579, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1236798"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1580, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1302363"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1237161,GEM/2019/B/215560,2019,Ministry of Steel,NA,bleaching powder stable,,125000,2,0,2019-06-24 15:17:53+05:30,2019-06-28 20:15:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1237161,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1294077""]","[{""document_id"": 1235, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1237161"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1236, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1294077"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1241264,GEM/2019/B/219397,2019,Ministry of Home Affairs,Central Armed Police Forces,Water Proof Multi Purpose Rain Poncho with Convertibility as Bivouac - MHA,,1323,2,0,2019-07-08 23:31:42+05:30,2019-07-12 22:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1241264,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1311586""]","[{""document_id"": 2083, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1241264"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 2084, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1311586"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1241701,GEM/2019/B/219789,2019,Ministry of Defence,Department of Defence Research & Development,lead acid battery,,60,2,0,2019-06-20 16:58:03+05:30,2019-06-25 17:15:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1241701,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1290510""]","[{""document_id"": 1117, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1241701"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1118, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1290510"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1241720,GEM/2019/B/219808,2019,Ministry of Home Affairs,Central Police Organisation,HF Static Transceiversas per MHA QRs,,41,2,0,2019-07-04 22:35:19+05:30,2019-07-08 21:45:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1241720,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1307482""]","[{""document_id"": 1825, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1241720"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1826, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1307482"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1243065,GEM/2019/B/221057,2019,Ministry of Mines,NA,Multifunction Machines MFM,,1,2,0,2019-09-04 17:35:12+05:30,2019-09-09 17:45:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1243065,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1378649""]","[{""document_id"": 5781, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1243065"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 5782, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1378649"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1243434,GEM/2019/B/221393,2019,Ministry of Home Affairs,Central Armed Police Forces,shirting angola,,9128,2,0,2019-07-15 21:38:31+05:30,2019-07-19 22:15:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1243434,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1319067""]","[{""document_id"": 2493, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1243434"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 2494, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1319067"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1244250,GEM/2019/B/222104,2019,Ministry of Labour and Employment,NA,acute care monitoring units and related products-patient monitors,,179,2,0,2019-06-25 21:52:21+05:30,2019-06-29 21:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1244250,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1296382""]","[{""document_id"": 1305, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1244250"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1306, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1296382"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1244282,GEM/2019/B/222130,2019,Ministry of Labour and Employment,NA,resuscitation crash cart console for hospitals,,79,2,0,2019-06-25 21:49:17+05:30,2019-06-29 21:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1244282,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1296372""]","[{""document_id"": 1307, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1244282"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1308, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1296372"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1244884,GEM/2019/B/222668,2019,,Home Department Maharashtra,automotive vehicles pneumatic tyres,,8,2,0,2019-06-28 18:53:29+05:30,2019-07-02 18:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1244884,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1300180""]","[{""document_id"": 1451, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1244884"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1452, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1300180"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1245142,GEM/2019/B/222900,2019,Ministry of Labour and Employment,NA,acute care monitoring units and related products-patient monitors,,42,2,0,2019-06-25 21:38:38+05:30,2019-06-29 21:45:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1245142,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1296339""]","[{""document_id"": 1311, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1245142"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1312, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1296339"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1245536,GEM/2019/B/223257,2019,Ministry of Railways,Northern Railway,All in One PC,,5,2,0,2019-07-01 20:34:47+05:30,2019-07-05 20:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1245536,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1302716""]","[{""document_id"": 1583, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1245536"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1584, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1302716"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1245853,GEM/2019/B/223552,2019,,Education Department Bihar,Examination Answer Book,,1000000,2,0,2019-09-16 17:02:42+05:30,2019-09-20 16:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1245853,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1393409""]","[{""document_id"": 6499, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1245853"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 6500, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1393409"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1246423,GEM/2019/B/224066,2019,Ministry of Defence,Department of Defence,netting  ec net jute,,38779,2,0,2019-06-20 20:21:06+05:30,2019-06-24 19:30:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1246423,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1290953""]","[{""document_id"": 1069, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1246423"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1070, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1290953"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1246425,GEM/2019/B/224068,2019,Ministry of Railways,NA,miniature circuit breakers,,100,2,0,2019-07-16 17:02:29+05:30,2019-07-20 17:15:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1246425,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1319874""]","[{""document_id"": 2545, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1246425"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 2546, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1319874"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
1246529,GEM/2019/B/224164,2019,Ministry of Defence,Department of Defence Research & Development,computer workstation,,3,2,0,2019-06-19 17:50:06+05:30,2019-06-24 16:45:00+05:30,2,3,UNKNOWN,PENDING,,,NOT_REVIEWED,https://bidplus.gem.gov.in/showbidDocument/1246529,,,,[],[],[],"[""https://bidplus.gem.gov.in/showradocumentPdf/1289284""]","[{""document_id"": 1055, ""document_type"": ""BID"", ""role"": ""BID"", ""source_url"": ""https://bidplus.gem.gov.in/showbidDocument/1246529"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}, {""document_id"": 1056, ""document_type"": ""RA"", ""role"": ""RA"", ""source_url"": ""https://bidplus.gem.gov.in/showradocumentPdf/1289284"", ""local_path"": """", ""extraction_status"": ""PENDING"", ""extraction_version"": """"}]"
